id,dataset_id,intent_type,question,sql_text,tags,quality_score,usage_count,last_used_at,is_active,created_by,created_at,updated_at
1667,3,summary,商用事业群整体达成率是多少,"WITH 汇总结果 AS (
WITH raw_data AS (
  SELECT TRIM(COALESCE(CASE WHEN jsonb_typeof(fields->'战区') = 'array' THEN fields->'战区'->0->>'text' ELSE fields->>'战区' END,
        '')) AS 战区,
    TRIM(COALESCE(CASE WHEN jsonb_typeof(fields->'片区') = 'array' THEN fields->'片区'->0->>'text' ELSE fields->>'片区' END,
        '')) AS 片区,
    TRIM(COALESCE(CASE WHEN jsonb_typeof(fields->'客户经理') = 'array' THEN fields->'客户经理'->0->>'text' ELSE fields->>'客户经理' END,
        '')) AS 客户经理,
    '' AS 行业部,
    SUM(COALESCE(NULLIF(regexp_replace(COALESCE(CASE WHEN jsonb_typeof(fields->'总任务（金额）') = 'array' THEN fields->'总任务（金额）'->0->>'text' ELSE fields->>'总任务（金额）' END,
              '0'),
            '[^0-9.-]',
            '',
            'g'),
          ''),
        '0')::NUMERIC) AS 总任务金额,
    SUM(COALESCE(NULLIF(regexp_replace(COALESCE(CASE WHEN jsonb_typeof(fields->'年度开单金额') = 'array' THEN fields->'年度开单金额'->0->>'text' ELSE fields->>'年度开单金额' END,
              '0'),
            '[^0-9.-]',
            '',
            'g'),
          ''),
        '0')::NUMERIC) AS 年度开单金额
  FROM datapivot_core_data
  WHERE COALESCE(NULLIF(TRIM(CASE WHEN jsonb_typeof(fields->'当前年') = 'array' THEN fields->'当前年'->0->>'text' ELSE fields->>'当前年' END),
        ''),
      '2026') = '2026'
  GROUP BY 1,
    2,
    3,
    4 ),
  flattened_tree AS (
  SELECT CASE WHEN 客户经理 <> '' THEN '客户经理' WHEN 片区 <> '' THEN '片区' WHEN 战区 <> ''
    AND 战区 LIKE '%行业部' THEN '行业部' WHEN 行业部 <> '' THEN '行业部' WHEN 战区 <> '' THEN '战区' ELSE '事业群' END AS 层级,
    CASE WHEN 客户经理 <> '' THEN COALESCE(NULLIF(片区,
        ''),
      NULLIF(行业部,
        ''),
      NULLIF(战区,
        ''),
      '商用事业群') WHEN 片区 <> '' THEN NULLIF(战区,
      '') WHEN 战区 <> ''
    OR 行业部 <> '' THEN '商用事业群' ELSE NULL END AS 上级名称,
    CASE WHEN 客户经理 <> '' THEN 客户经理 WHEN 片区 <> '' THEN 片区 WHEN 战区 <> '' THEN 战区 WHEN 行业部 <> '' THEN 行业部 ELSE '商用事业群' END AS 节点名称,
    CASE WHEN COALESCE(NULLIF(战区,
        ''),
      NULLIF(行业部,
        '')) LIKE '%行业部' THEN '行业线' WHEN COALESCE(NULLIF(战区,
        ''),
      NULLIF(行业部,
        '')) LIKE '%战区' THEN '区域线' ELSE '事业群层级' END AS 线,
    总任务金额,
    年度开单金额
  FROM raw_data ),
  summarized_nodes AS (
  SELECT 线,
    层级,
    上级名称,
    节点名称,
    SUM(总任务金额) AS 总任务金额,
    SUM(年度开单金额) AS 年度开单金额
  FROM flattened_tree
  WHERE 节点名称 <> ''
  GROUP BY 线,
    层级,
    上级名称,
    节点名称 )
SELECT 线,
  层级,
  节点名称,
  上级名称,
  总任务金额,
  年度开单金额,
  CASE WHEN 总任务金额 = 0 THEN 0 ELSE ROUND((年度开单金额 / 总任务金额) * 100,
    2) END AS 达成率,
  ROUND(总任务金额 - 年度开单金额,
    2) AS 剩余任务金额
FROM summarized_nodes ),
命中节点 AS (
SELECT 节点名称
FROM 汇总结果
WHERE 节点名称 IN ('商用事业群')
  OR 上级名称 IN ('商用事业群') ),
命中孙级 AS (
SELECT 子节点.节点名称
FROM 汇总结果 子节点
WHERE 子节点.上级名称 IN (
  SELECT 节点名称
  FROM 命中节点) )
SELECT *
FROM 汇总结果
WHERE 节点名称 IN ('商用事业群')
  OR 上级名称 IN ('商用事业群')
  OR 节点名称 IN (
SELECT 节点名称
FROM 命中孙级)
ORDER BY 线 DESC,
层级 DESC,
上级名称,
节点名称
LIMIT 10000","['phase1', 'summary', 'verified_candidate']",92,0,,True,ui,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
2628,2,risk,哪个战区低于30%？,"WITH 源数据 AS (
  SELECT
    fields,
    COALESCE(NULLIF(regexp_replace(fields ->> '总任务（金额）', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 总任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 年度开单原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 线下任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '线下-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 线下实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 新零售任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '新零售-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 新零售实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 燃气定制任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 燃气定制实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '地产', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 地产任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '地产-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 地产实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '总任务达成率', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 达成率原值
  FROM public.feishu_tbl_alpha
),
标准结果 AS (
  SELECT
    '消费者事业群' AS 线,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN '消费者事业群总体'
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN '战区'
      ELSE '城市战区'
    END AS 层级,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN '消费者事业群'
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN fields ->> '战区'
      ELSE fields ->> '城市战区'
    END AS 节点名称,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN NULL
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN '消费者事业群'
      ELSE fields ->> '战区'
    END AS 上级名称,
    ROUND(总任务原值, 2) AS 总任务金额,
    ROUND(年度开单原值, 2) AS 年度开单金额,
    ROUND(CASE WHEN 总任务原值 > 0 THEN 年度开单原值 / 总任务原值 * 100 ELSE 达成率原值 END, 2) AS 达成率,
    ROUND(GREATEST(总任务原值 - 年度开单原值, 0), 2) AS 剩余任务金额,
    ROUND(线下任务原值, 2) AS 线下任务金额,
    ROUND(线下实际原值, 2) AS 线下开单金额,
    ROUND(新零售任务原值, 2) AS 新零售任务金额,
    ROUND(新零售实际原值, 2) AS 新零售开单金额,
    ROUND(燃气定制任务原值, 2) AS 燃气定制任务金额,
    ROUND(燃气定制实际原值, 2) AS 燃气定制开单金额,
    ROUND(地产任务原值, 2) AS 地产任务金额,
    ROUND(地产实际原值, 2) AS 地产开单金额
  FROM 源数据
  WHERE 总任务原值 > 0
)
SELECT *
FROM 标准结果
WHERE 层级 = '战区'
  AND 达成率 < 30
ORDER BY 达成率 ASC, 剩余任务金额 DESC, 节点名称
LIMIT 200;","['风险节点', '战区']",95,0,,True,ui,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
987,63,ratio,澔原最厉害的那两个销售占了澔原大半业绩吧，算下他们上半年占了多少比例,"WITH branch_total AS (SELECT SUM(年度开单金额) AS b_total FROM public.v_feishu_tbl_gamma_v2 WHERE 节点名称 = '澔原战区' AND 层级 = '战区' AND 行业线 = '总额(未拆分)' AND 年份 = '2026' AND 月份 BETWEEN 1 AND 6), top_reps AS (SELECT 节点名称, SUM(年度开单金额) AS rep_billing FROM public.v_feishu_tbl_gamma_v2 WHERE 层级 = '客户经理' AND 行业线 = '总额(未拆分)' AND 年份 = '2026' AND 月份 BETWEEN 1 AND 6 AND 上级名称 IN (SELECT 节点名称 FROM public.v_feishu_tbl_gamma_v2 WHERE 上级名称 = '澔原战区' AND 层级 = '片区' AND 行业线 = '总额(未拆分)' AND 年份 = '2026') GROUP BY 节点名称 ORDER BY rep_billing DESC LIMIT 2), reps_sum AS (SELECT SUM(rep_billing) AS r_sum FROM top_reps) SELECT b.b_total AS 澔原上半年销售额, r.r_sum AS 核心客户经理销售和, CASE WHEN b.b_total > 0 THEN ROUND(r.r_sum / b.b_total * 100, 2) ELSE 0 END AS 业绩占比 FROM branch_total b, reps_sum r;","['占比', '客户经理', '帕累托分析']",99,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
988,63,yoy,对比今年上半年各区域战区的官方大盘总开单以及相比去年的同比增速,"SELECT 节点名称 AS 战区, SUM(年度开单金额) AS 今年上半年销售, SUM(去年同期开单) AS 去年上半年销售, CASE WHEN SUM(去年同期开单) > 0 THEN ROUND((SUM(年度开单金额) - SUM(去年同期开单)) / SUM(去年同期开单) * 100, 2) ELSE 0 END AS 同比增速 FROM public.v_feishu_tbl_gamma_v2 WHERE 层级 = '战区' AND 线 = '区域线' AND 行业线 = '总额(未拆分)' AND 年份 = '2026' AND 月份 BETWEEN 1 AND 6 GROUP BY 节点名称 ORDER BY 同比增速 DESC;","['同比', '战区', '上半年']",99,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
1001,63,segment,5月份整个事业群办公板块开了多少,SELECT SUM(年度开单金额) AS 五月办公板块开单金额 FROM public.v_feishu_tbl_gamma_v2 WHERE 节点名称 = '商用事业群' AND 层级 = '事业群' AND 行业线 = '楼宇办公' AND 年份 = '2026' AND 月份 = 5;,"['行业线', '事业群', '五月']",97,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
2390,62,filter,内贸行业部下有哪些细分业务,"SELECT 行业部, 细分业务, 年度目标营收, 年度开单金额 FROM v_feishu_tbl_beta WHERE 行业部 = '内贸行业部' AND 细分业务 IS NOT NULL ORDER BY 年度目标营收 DESC;",[],95,0,,True,ui,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
2625,2,summary,消费者事业群业绩怎么样？,"WITH 源数据 AS (
  SELECT
    fields,
    COALESCE(NULLIF(regexp_replace(fields ->> '总任务（金额）', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 总任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 年度开单原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 线下任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '线下-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 线下实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 新零售任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '新零售-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 新零售实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 燃气定制任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 燃气定制实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '地产', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 地产任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '地产-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 地产实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '总任务达成率', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 达成率原值
  FROM public.feishu_tbl_alpha
),
标准结果 AS (
  SELECT
    '消费者事业群' AS 线,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN '消费者事业群总体'
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN '战区'
      ELSE '城市战区'
    END AS 层级,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN '消费者事业群'
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN fields ->> '战区'
      ELSE fields ->> '城市战区'
    END AS 节点名称,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN NULL
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN '消费者事业群'
      ELSE fields ->> '战区'
    END AS 上级名称,
    ROUND(总任务原值, 2) AS 总任务金额,
    ROUND(年度开单原值, 2) AS 年度开单金额,
    ROUND(CASE WHEN 总任务原值 > 0 THEN 年度开单原值 / 总任务原值 * 100 ELSE 达成率原值 END, 2) AS 达成率,
    ROUND(GREATEST(总任务原值 - 年度开单原值, 0), 2) AS 剩余任务金额,
    ROUND(线下任务原值, 2) AS 线下任务金额,
    ROUND(线下实际原值, 2) AS 线下开单金额,
    ROUND(新零售任务原值, 2) AS 新零售任务金额,
    ROUND(新零售实际原值, 2) AS 新零售开单金额,
    ROUND(燃气定制任务原值, 2) AS 燃气定制任务金额,
    ROUND(燃气定制实际原值, 2) AS 燃气定制开单金额,
    ROUND(地产任务原值, 2) AS 地产任务金额,
    ROUND(地产实际原值, 2) AS 地产开单金额
  FROM 源数据
  WHERE 总任务原值 > 0
)
SELECT *
FROM 标准结果
ORDER BY
  CASE 层级 WHEN '消费者事业群总体' THEN 1 WHEN '战区' THEN 2 WHEN '城市战区' THEN 3 ELSE 9 END,
  上级名称 NULLS FIRST,
  达成率 DESC,
  节点名称
LIMIT 10000;","['整体业绩', '三级层级', '标准输出']",100,0,,True,ui,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
2630,2,single_entity,某个战区业绩怎么样？,"WITH 源数据 AS (
  SELECT
    fields,
    COALESCE(NULLIF(regexp_replace(fields ->> '总任务（金额）', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 总任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 年度开单原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 线下任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '线下-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 线下实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 新零售任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '新零售-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 新零售实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 燃气定制任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 燃气定制实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '地产', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 地产任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '地产-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 地产实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '总任务达成率', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 达成率原值
  FROM public.feishu_tbl_alpha
),
标准结果 AS (
  SELECT
    '消费者事业群' AS 线,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN '消费者事业群总体'
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN '战区'
      ELSE '城市战区'
    END AS 层级,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN '消费者事业群'
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN fields ->> '战区'
      ELSE fields ->> '城市战区'
    END AS 节点名称,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN NULL
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN '消费者事业群'
      ELSE fields ->> '战区'
    END AS 上级名称,
    ROUND(总任务原值, 2) AS 总任务金额,
    ROUND(年度开单原值, 2) AS 年度开单金额,
    ROUND(CASE WHEN 总任务原值 > 0 THEN 年度开单原值 / 总任务原值 * 100 ELSE 达成率原值 END, 2) AS 达成率,
    ROUND(GREATEST(总任务原值 - 年度开单原值, 0), 2) AS 剩余任务金额,
    ROUND(线下任务原值, 2) AS 线下任务金额,
    ROUND(线下实际原值, 2) AS 线下开单金额,
    ROUND(新零售任务原值, 2) AS 新零售任务金额,
    ROUND(新零售实际原值, 2) AS 新零售开单金额,
    ROUND(燃气定制任务原值, 2) AS 燃气定制任务金额,
    ROUND(燃气定制实际原值, 2) AS 燃气定制开单金额,
    ROUND(地产任务原值, 2) AS 地产任务金额,
    ROUND(地产实际原值, 2) AS 地产开单金额
  FROM 源数据
  WHERE 总任务原值 > 0
)
SELECT *
FROM 标准结果
WHERE 节点名称 = '华南战区'
   OR 上级名称 = '华南战区'
ORDER BY
  CASE 层级 WHEN '战区' THEN 1 WHEN '城市战区' THEN 2 ELSE 9 END,
  达成率 DESC,
  节点名称
LIMIT 1000;","['单体分析', '战区下钻']",94,0,,True,ui,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
2631,2,gap,消费者事业群剩余缺口最大的组织有哪些？,"WITH 源数据 AS (
  SELECT
    fields,
    COALESCE(NULLIF(regexp_replace(fields ->> '总任务（金额）', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 总任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 年度开单原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 线下任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '线下-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 线下实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 新零售任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '新零售-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 新零售实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 燃气定制任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 燃气定制实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '地产', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 地产任务原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '地产-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 地产实际原值,
    COALESCE(NULLIF(regexp_replace(fields ->> '总任务达成率', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 达成率原值
  FROM public.feishu_tbl_alpha
),
标准结果 AS (
  SELECT
    '消费者事业群' AS 线,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN '消费者事业群总体'
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN '战区'
      ELSE '城市战区'
    END AS 层级,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN '消费者事业群'
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN fields ->> '战区'
      ELSE fields ->> '城市战区'
    END AS 节点名称,
    CASE
      WHEN NULLIF(fields ->> '战区', '') IS NULL THEN NULL
      WHEN NULLIF(fields ->> '城市战区', '') IS NULL THEN '消费者事业群'
      ELSE fields ->> '战区'
    END AS 上级名称,
    ROUND(总任务原值, 2) AS 总任务金额,
    ROUND(年度开单原值, 2) AS 年度开单金额,
    ROUND(CASE WHEN 总任务原值 > 0 THEN 年度开单原值 / 总任务原值 * 100 ELSE 达成率原值 END, 2) AS 达成率,
    ROUND(GREATEST(总任务原值 - 年度开单原值, 0), 2) AS 剩余任务金额,
    ROUND(线下任务原值, 2) AS 线下任务金额,
    ROUND(线下实际原值, 2) AS 线下开单金额,
    ROUND(新零售任务原值, 2) AS 新零售任务金额,
    ROUND(新零售实际原值, 2) AS 新零售开单金额,
    ROUND(燃气定制任务原值, 2) AS 燃气定制任务金额,
    ROUND(燃气定制实际原值, 2) AS 燃气定制开单金额,
    ROUND(地产任务原值, 2) AS 地产任务金额,
    ROUND(地产实际原值, 2) AS 地产开单金额
  FROM 源数据
  WHERE 总任务原值 > 0
)
SELECT *
FROM 标准结果
WHERE 层级 IN ('战区', '城市战区')
ORDER BY 剩余任务金额 DESC, 达成率 ASC, 节点名称
LIMIT 50;","['缺口', '压力']",94,0,,True,ui,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
992,63,drilldown,南区食饮线谁卖得最好？排前三的客户经理拉出来,"SELECT 节点名称 AS 客户经理, 上级名称 AS 所属片区, SUM(年度开单金额) AS 食饮销售 FROM public.v_feishu_tbl_gamma_v2 WHERE 层级 = '客户经理' AND 行业线 = '食饮部' AND 年份 = '2026' AND 上级名称 IN (SELECT 节点名称 FROM public.v_feishu_tbl_gamma_v2 WHERE 上级名称 = '岚屿战区' AND 层级 = '片区' AND 行业线 = '总额(未拆分)' AND 年份 = '2026') GROUP BY 节点名称, 上级名称 ORDER BY 食饮销售 DESC LIMIT 3;","['下钻', '客户经理', '食饮板块']",99,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
993,63,mom,瀚川战区在今年第二季度相比于第一季度的季环比增长率是多少,"WITH quarterly_data AS (SELECT SUM(CASE WHEN 月份 IN (1, 2, 3) THEN 年度开单金额 ELSE 0 END) AS q1_billing, SUM(CASE WHEN 月份 IN (4, 5, 6) THEN 年度开单金额 ELSE 0 END) AS q2_billing FROM public.v_feishu_tbl_gamma_v2 WHERE 节点名称 = '瀚川战区' AND 层级 = '战区' AND 行业线 = '总额(未拆分)' AND 年份 = '2026') SELECT q1_billing AS 一季度总开单, q2_billing AS 二季度总开单, CASE WHEN q1_billing > 0 THEN ROUND((q2_billing - q1_billing) / q1_billing * 100, 2) ELSE 0 END AS 季环比增速 FROM quarterly_data;","['环比', '战区', '季度对比']",98,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
994,63,audit,澔原战区分下去的任务对得上片区指标总和吗,"WITH parent_target AS (SELECT SUM(总任务金额) AS p_target FROM public.v_feishu_tbl_gamma_v2 WHERE 节点名称 = '澔原战区' AND 层级 = '战区' AND 行业线 = '总额(未拆分)' AND 年份 = '2026'), children_sum AS (SELECT SUM(总任务金额) AS c_target FROM public.v_feishu_tbl_gamma_v2 WHERE 上级名称 = '澔原战区' AND 层级 = '片区' AND 行业线 = '总额(未拆分)' AND 年份 = '2026') SELECT p_target AS 大区官方总指标, c_target AS 片区派发指标和, (p_target - c_target) AS 未分配额度 FROM parent_target, children_sum;","['对账', '战区', '审计']",98,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
