id,dataset_id,table_name,column_name,jsonb_key,semantic_name,data_type,enum_mapping,extraction_rule,is_active,created_at,updated_at
12355,13,public.feishu_tbl_xioafeizhe,fields,总额的待分配任务（金额）,总额的待分配任务（金额）,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'总额的待分配任务（金额）') = 'array' THEN ""fields""->'总额的待分配任务（金额）'->0->>'text' ELSE ""fields""->>'总额的待分配任务（金额）' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12356,13,public.feishu_tbl_xioafeizhe,fields,截止当前目标阈值,截止当前目标阈值,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'截止当前目标阈值') = 'array' THEN ""fields""->'截止当前目标阈值'->0->>'text' ELSE ""fields""->>'截止当前目标阈值' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12357,13,public.feishu_tbl_xioafeizhe,fields,截止当前目标阈值达成率,截止当前目标阈值达成率,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'截止当前目标阈值达成率') = 'array' THEN ""fields""->'截止当前目标阈值达成率'->0->>'text' ELSE ""fields""->>'截止当前目标阈值达成率' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12358,13,public.feishu_tbl_xioafeizhe,fields,截止当前目标阈值（万）,截止当前目标阈值（万）,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'截止当前目标阈值（万）') = 'array' THEN ""fields""->'截止当前目标阈值（万）'->0->>'text' ELSE ""fields""->>'截止当前目标阈值（万）' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12359,13,public.feishu_tbl_xioafeizhe,fields,截止当天累计目标阈值,截止当天累计目标阈值,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'截止当天累计目标阈值') = 'array' THEN ""fields""->'截止当天累计目标阈值'->0->>'text' ELSE ""fields""->>'截止当天累计目标阈值' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12360,13,public.feishu_tbl_xioafeizhe,fields,截止当天累计目标阈值（万）,截止当天累计目标阈值（万）,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'截止当天累计目标阈值（万）') = 'array' THEN ""fields""->'截止当天累计目标阈值（万）'->0->>'text' ELSE ""fields""->>'截止当天累计目标阈值（万）' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12361,13,public.feishu_tbl_xioafeizhe,fields,拒绝按钮,拒绝按钮,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'拒绝按钮') = 'array' THEN ""fields""->'拒绝按钮'->0->>'text' ELSE ""fields""->>'拒绝按钮' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12362,13,public.feishu_tbl_xioafeizhe,fields,新零售,新零售,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'新零售') = 'array' THEN ""fields""->'新零售'->0->>'text' ELSE ""fields""->>'新零售' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12363,13,public.feishu_tbl_xioafeizhe,fields,新零售-年度开单金额,新零售-年度开单金额,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'新零售-年度开单金额') = 'array' THEN ""fields""->'新零售-年度开单金额'->0->>'text' ELSE ""fields""->>'新零售-年度开单金额' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12364,13,public.feishu_tbl_xioafeizhe,fields,新零售-年度开单金额（万）,新零售-年度开单金额（万）,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'新零售-年度开单金额（万）') = 'array' THEN ""fields""->'新零售-年度开单金额（万）'->0->>'text' ELSE ""fields""->>'新零售-年度开单金额（万）' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12365,13,public.feishu_tbl_xioafeizhe,fields,新零售（万）,新零售（万）,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'新零售（万）') = 'array' THEN ""fields""->'新零售（万）'->0->>'text' ELSE ""fields""->>'新零售（万）' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12366,13,public.feishu_tbl_xioafeizhe,fields,月度阈值|开单差额（万）,月度阈值|开单差额（万）,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'月度阈值|开单差额（万）') = 'array' THEN ""fields""->'月度阈值|开单差额（万）'->0->>'text' ELSE ""fields""->>'月度阈值|开单差额（万）' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12367,13,public.feishu_tbl_xioafeizhe,fields,本月开单金额,本月开单金额,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'本月开单金额') = 'array' THEN ""fields""->'本月开单金额'->0->>'text' ELSE ""fields""->>'本月开单金额' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12368,13,public.feishu_tbl_xioafeizhe,fields,本月开单金额（万）,本月开单金额（万）,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'本月开单金额（万）') = 'array' THEN ""fields""->'本月开单金额（万）'->0->>'text' ELSE ""fields""->>'本月开单金额（万）' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12369,13,public.feishu_tbl_xioafeizhe,fields,本月当前目标阈值,本月当前目标阈值,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'本月当前目标阈值') = 'array' THEN ""fields""->'本月当前目标阈值'->0->>'text' ELSE ""fields""->>'本月当前目标阈值' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12370,13,public.feishu_tbl_xioafeizhe,fields,本月当前目标阈值（万）,本月当前目标阈值（万）,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'本月当前目标阈值（万）') = 'array' THEN ""fields""->'本月当前目标阈值（万）'->0->>'text' ELSE ""fields""->>'本月当前目标阈值（万）' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12371,13,public.feishu_tbl_xioafeizhe,fields,本月总目标（万）,本月总目标（万）,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'本月总目标（万）') = 'array' THEN ""fields""->'本月总目标（万）'->0->>'text' ELSE ""fields""->>'本月总目标（万）' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12372,13,public.feishu_tbl_xioafeizhe,fields,燃气定制,燃气定制,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'燃气定制') = 'array' THEN ""fields""->'燃气定制'->0->>'text' ELSE ""fields""->>'燃气定制' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12373,13,public.feishu_tbl_xioafeizhe,fields,燃气定制-年度开单金额,燃气定制-年度开单金额,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'燃气定制-年度开单金额') = 'array' THEN ""fields""->'燃气定制-年度开单金额'->0->>'text' ELSE ""fields""->>'燃气定制-年度开单金额' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12397,13,public.feishu_tbl_xioafeizhe,sync_time,,sync_time,timestamp without time zone,{},sync_time,True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12398,13,public.feishu_tbl_xioafeizhe,updated_time,,updated_time,timestamp without time zone,{},updated_time,True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12374,13,public.feishu_tbl_xioafeizhe,fields,燃气定制-年度开单金额（万）,燃气定制-年度开单金额（万）,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'燃气定制-年度开单金额（万）') = 'array' THEN ""fields""->'燃气定制-年度开单金额（万）'->0->>'text' ELSE ""fields""->>'燃气定制-年度开单金额（万）' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12375,13,public.feishu_tbl_xioafeizhe,fields,燃气定制（万）,燃气定制（万）,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'燃气定制（万）') = 'array' THEN ""fields""->'燃气定制（万）'->0->>'text' ELSE ""fields""->>'燃气定制（万）' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12376,13,public.feishu_tbl_xioafeizhe,fields,父级已审批金额-新零售,父级已审批金额-新零售,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'父级已审批金额-新零售') = 'array' THEN ""fields""->'父级已审批金额-新零售'->0->>'text' ELSE ""fields""->>'父级已审批金额-新零售' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12377,13,public.feishu_tbl_xioafeizhe,fields,父级已审批金额-燃气定制,父级已审批金额-燃气定制,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'父级已审批金额-燃气定制') = 'array' THEN ""fields""->'父级已审批金额-燃气定制'->0->>'text' ELSE ""fields""->>'父级已审批金额-燃气定制' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12378,13,public.feishu_tbl_xioafeizhe,fields,父级已审批金额-线下,父级已审批金额-线下,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'父级已审批金额-线下') = 'array' THEN ""fields""->'父级已审批金额-线下'->0->>'text' ELSE ""fields""->>'父级已审批金额-线下' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12379,13,public.feishu_tbl_xioafeizhe,fields,父级引用,父级引用,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'父级引用') = 'array' THEN ""fields""->'父级引用'->0->>'text' ELSE ""fields""->>'父级引用' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12380,13,public.feishu_tbl_xioafeizhe,fields,状态,状态,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'状态') = 'array' THEN ""fields""->'状态'->0->>'text' ELSE ""fields""->>'状态' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12381,13,public.feishu_tbl_xioafeizhe,fields,确认按钮,确认按钮,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'确认按钮') = 'array' THEN ""fields""->'确认按钮'->0->>'text' ELSE ""fields""->>'确认按钮' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12382,13,public.feishu_tbl_xioafeizhe,fields,线下,线下,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'线下') = 'array' THEN ""fields""->'线下'->0->>'text' ELSE ""fields""->>'线下' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12383,13,public.feishu_tbl_xioafeizhe,fields,线下-年度开单金额,线下-年度开单金额,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'线下-年度开单金额') = 'array' THEN ""fields""->'线下-年度开单金额'->0->>'text' ELSE ""fields""->>'线下-年度开单金额' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12384,13,public.feishu_tbl_xioafeizhe,fields,线下-年度开单金额（万）,线下-年度开单金额（万）,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'线下-年度开单金额（万）') = 'array' THEN ""fields""->'线下-年度开单金额（万）'->0->>'text' ELSE ""fields""->>'线下-年度开单金额（万）' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12385,13,public.feishu_tbl_xioafeizhe,fields,线下（万）,线下（万）,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'线下（万）') = 'array' THEN ""fields""->'线下（万）'->0->>'text' ELSE ""fields""->>'线下（万）' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12386,13,public.feishu_tbl_xioafeizhe,fields,经营主体,经营主体,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'经营主体') = 'array' THEN ""fields""->'经营主体'->0->>'text' ELSE ""fields""->>'经营主体' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12387,13,public.feishu_tbl_xioafeizhe,fields,编号,编号,字符串,{},"CASE WHEN jsonb_typeof(""fields""->'编号') = 'array' THEN ""fields""->'编号'->0->>'text' ELSE ""fields""->>'编号' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12388,13,public.feishu_tbl_xioafeizhe,fields,行业线已分配金额-新零售,行业线已分配金额-新零售,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'行业线已分配金额-新零售') = 'array' THEN ""fields""->'行业线已分配金额-新零售'->0->>'text' ELSE ""fields""->>'行业线已分配金额-新零售' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12389,13,public.feishu_tbl_xioafeizhe,fields,行业线已分配金额-燃气定制,行业线已分配金额-燃气定制,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'行业线已分配金额-燃气定制') = 'array' THEN ""fields""->'行业线已分配金额-燃气定制'->0->>'text' ELSE ""fields""->>'行业线已分配金额-燃气定制' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12390,13,public.feishu_tbl_xioafeizhe,fields,行业线已分配金额-线下,行业线已分配金额-线下,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'行业线已分配金额-线下') = 'array' THEN ""fields""->'行业线已分配金额-线下'->0->>'text' ELSE ""fields""->>'行业线已分配金额-线下' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12391,13,public.feishu_tbl_xioafeizhe,fields,行业线父级已审批金额-新零售,行业线父级已审批金额-新零售,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'行业线父级已审批金额-新零售') = 'array' THEN ""fields""->'行业线父级已审批金额-新零售'->0->>'text' ELSE ""fields""->>'行业线父级已审批金额-新零售' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12392,13,public.feishu_tbl_xioafeizhe,fields,行业线父级已审批金额-燃气定制,行业线父级已审批金额-燃气定制,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'行业线父级已审批金额-燃气定制') = 'array' THEN ""fields""->'行业线父级已审批金额-燃气定制'->0->>'text' ELSE ""fields""->>'行业线父级已审批金额-燃气定制' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12393,13,public.feishu_tbl_xioafeizhe,fields,行业线父级已审批金额-线下,行业线父级已审批金额-线下,数字,{},"COALESCE(NULLIF(regexp_replace(CASE WHEN jsonb_typeof(""fields""->'行业线父级已审批金额-线下') = 'array' THEN ""fields""->'行业线父级已审批金额-线下'->0->>'text' ELSE ""fields""->>'行业线父级已审批金额-线下' END, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
12394,13,public.feishu_tbl_xioafeizhe,fields,链接字段(勿删),链接字段(勿删),数组,{},"CASE WHEN jsonb_typeof(""fields""->'链接字段(勿删)') = 'array' THEN ""fields""->'链接字段(勿删)'->0->>'text' ELSE ""fields""->>'链接字段(勿删)' END",True,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
21633,3,datapivot_core_data,fields,,飞书字段JSON,jsonb,{},飞书多维表格原始字段,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21634,3,datapivot_core_data,id,,记录ID,integer,{},主键,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21635,3,datapivot_core_data,上级名称,,上级名称,text,{},当前统计节点父级,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21636,3,datapivot_core_data,客户经理,客户经理,客户经理,text,{},jsonb_typeof 兼容数组/文本,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21637,3,datapivot_core_data,片区,片区,片区,text,{},jsonb_typeof 兼容数组/文本,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21638,3,datapivot_core_data,战区,战区,战区/行业部,text,{},jsonb_typeof 兼容数组/文本,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21639,3,datapivot_core_data,剩余任务金额,,剩余任务金额,numeric,{},任务金额-开单金额,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21640,3,datapivot_core_data,层级,,层级,text,{},事业群/战区/片区/行业部/客户经理,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21641,3,datapivot_core_data,年度开单金额,年度开单金额,年度开单金额,numeric,{},regexp_replace 清洗非数字字符,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21642,3,datapivot_core_data,当前年,当前年,年份,text,{},固定过滤 2026,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21643,3,datapivot_core_data,总任务（金额）,总任务（金额）,总任务金额,numeric,{},regexp_replace 清洗非数字字符,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21644,3,datapivot_core_data,线,,线,text,{},战区 LIKE '%战区' 为区域线；LIKE '%行业部' 为行业线,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21645,3,datapivot_core_data,节点名称,,节点名称,text,{},当前统计节点,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
21646,3,datapivot_core_data,达成率,,达成率,numeric,{},开单金额/任务金额*100,True,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
28316,62,v_feishu_tbldianshang,q1目标,,q1目标,numeric,{},第一季度目标（元）,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28317,62,v_feishu_tbldianshang,q2目标,,q2目标,numeric,{},第二季度目标（元）,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28318,62,v_feishu_tbldianshang,q3目标,,q3目标,numeric,{},第三季度目标（元）,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28319,62,v_feishu_tbldianshang,q4目标,,q4目标,numeric,{},第四季度目标（元）,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28320,62,v_feishu_tbldianshang,上级负责人,,上级负责人,text,{},任务维护人，统一为 廖望舒,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28321,62,v_feishu_tbldianshang,行业部,,行业部,text,{},二级组织：国内行业部 / 直营零售部 / 跨境行业部；空表示事业群汇总,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28322,62,v_feishu_tbldianshang,事业群,,事业群,text,{},一级组织，固定为 电商事业群,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28323,62,v_feishu_tbldianshang,审批状态,,审批状态,text,{},记录审批状态：已审批 / 待确认,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28324,62,v_feishu_tbldianshang,层级级别,,层级级别,text,{},行类型：事业群 / 行业部 / 客户经理,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28325,62,v_feishu_tbldianshang,年度开单金额,,年度开单金额,numeric,{},年度开单金额（元），实际开单/毛利额,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28326,62,v_feishu_tbldianshang,年度开单金额转换万,,年度开单金额转换万,numeric,{},年度开单金额换算为万元,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28327,62,v_feishu_tbldianshang,年度目标营收,,年度目标营收,numeric,{},年度目标营收（元），对应飞书字段 总任务（金额）,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28328,62,v_feishu_tbldianshang,年度阈值开单差额万,,年度阈值开单差额万,numeric,{},年度口径缺口（万元）,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28329,62,v_feishu_tbldianshang,当前年,,当前年,text,{},固定 2026,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28330,62,v_feishu_tbldianshang,当前月,,当前月,text,{},当前月份,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28331,62,v_feishu_tbldianshang,当前月份任务达成率,,当前月份任务达成率,numeric,{},本月开单金额 / 本月当前目标阈值,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28332,62,v_feishu_tbldianshang,总任务达成率,,总任务达成率,numeric,{},年度开单金额 / 年度目标营收，小数形式,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28333,62,v_feishu_tbldianshang,总金额转换万,,总金额转换万,numeric,{},年度目标营收换算为万元,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28334,62,v_feishu_tbldianshang,截止当前目标阈值达成率,,截止当前目标阈值达成率,numeric,{},累计达成率,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28335,62,v_feishu_tbldianshang,月度阈值开单差额万,,月度阈值开单差额万,numeric,{},月度口径缺口（万元）,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28336,62,v_feishu_tbldianshang,本月开单金额,,本月开单金额,numeric,{},当前月实际开单金额（元）,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28337,62,v_feishu_tbldianshang,本月当前目标阈值,,本月当前目标阈值,numeric,{},当前月目标阈值（元）,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28338,62,v_feishu_tbldianshang,组织路径,,组织路径,text,{},格式：事业群;行业部;细分业务,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28339,62,v_feishu_tbldianshang,细分业务,,细分业务,text,{},三级组织：净水业务 / 饮水业务 / 台净业务 / 滤芯 / 京东直营 / 天猫直营 / 抖音直营 / 达播 / 亚马逊 / 东南亚 / 其他；空表示行业部汇总,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28340,62,v_feishu_tbldianshang,编号,,编号,text,{},飞书记录编号,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28341,62,v_feishu_tbldianshang,负责人,,负责人,text,{},任务承接人，业务线直接负责人,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
28342,62,v_feishu_tbldianshang,集团,,集团,text,{},经营主体，固定为 星澜集团,True,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
31610,2,public.feishu_tbl_xioafeizhe,created_time,,创建时间,timestamp,{},created_time,True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31611,2,public.feishu_tbl_xioafeizhe,fields,,飞书业务JSON字段体,jsonb,{},fields,True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31612,2,public.feishu_tbl_xioafeizhe,fields,2601,1季度金额,字符串（带¥）,{},"COALESCE(NULLIF(regexp_replace(fields ->> '2601', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31613,2,public.feishu_tbl_xioafeizhe,fields,2602,2季度金额,字符串（带¥）,{},"COALESCE(NULLIF(regexp_replace(fields ->> '2602', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31679,2,public.feishu_tbl_xioafeizhe,fields,本月当前目标阈值,月度目标,字符串,{},fields ->> '本月当前目标阈值',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31614,2,public.feishu_tbl_xioafeizhe,fields,2603,3季度金额,字符串（带¥）,{},"COALESCE(NULLIF(regexp_replace(fields ->> '2603', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31615,2,public.feishu_tbl_xioafeizhe,fields,2604,4季度金额,字符串（带¥）,{},"COALESCE(NULLIF(regexp_replace(fields ->> '2604', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31616,2,public.feishu_tbl_xioafeizhe,fields,1季度比例,1季度占比,字符串（带%）,{},fields ->> '1季度比例',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31617,2,public.feishu_tbl_xioafeizhe,fields,2季度比例,2季度占比,字符串（带%）,{},fields ->> '2季度比例',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31618,2,public.feishu_tbl_xioafeizhe,fields,3季度比例,3季度占比,字符串（带%）,{},fields ->> '3季度比例',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31619,2,public.feishu_tbl_xioafeizhe,fields,4季度比例,4季度占比,字符串（带%）,{},fields ->> '4季度比例',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31620,2,public.feishu_tbl_xioafeizhe,fields,aaa,备用字段,字符串,{},fields ->> 'aaa',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31621,2,public.feishu_tbl_xioafeizhe,fields,客户经理已分配金额-楼宇办公,客户经理楼宇办公分配金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '客户经理已分配金额-楼宇办公', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
